,subnetwork,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,3,28,65.54529801246606,5124.194548154611,"65.53498478486807, 71.63160378179644",3.0,"4116.561804380065, 6174.842706570098",2.0
0,3,29,57.97847817654356,4011.4554153016666,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,30,65.49170093489477,3707.6401834434696,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,31,57.4726922061479,4138.032633433539,"57.34174679101132, 61.438365787939695",1.0,"4116.561804380065, 6174.842706570098",2.0
0,3,32,65.49546605272658,2527.8579992838945,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,33,65.09051603807153,4266.2469533735975,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,34,65.32534523670165,2904.5505715148392,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,35,63.46278891203832,4970.190795757416,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,36,57.50252176721868,2589.0023569272676,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,37,57.26857760070001,2355.6491511046743,"53.24512779408295, 57.34174679101132",0.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,38,65.25751509335193,4578.168169324648,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,39,65.12969324898833,2754.7754362955557,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,40,58.01858765434469,925.3136046112172,"57.34174679101132, 61.438365787939695",1.0,"0.0, 2058.2809021900325",0.0
0,3,41,64.67704987946028,4163.784511878476,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,42,64.56517408834203,4958.6946766155625,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,43,57.95285109905861,2629.2394048798756,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,44,58.16422196841413,3067.7242028272435,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,45,57.53854977076779,3433.186499358736,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,46,65.28920540976281,2565.1034883235775,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,47,65.08314441560906,3994.4224023814395,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,48,64.43095506777914,3279.6072842030826,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,49,64.93077438593937,3547.5726441343954,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,50,65.44578513447917,2770.182096374144,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,51,65.2995294061086,4634.1429600410665,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,52,57.85858506770407,2907.4023694221924,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,53,58.569037874243314,4075.846929123879,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,54,65.55293595734902,2786.2876302079626,"65.53498478486807, 71.63160378179644",3.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,55,61.74259039100268,4517.792829170001,"61.438365787939695, 65.53498478486807",2.0,"4116.561804380065, 6174.842706570098",2.0
0,3,56,57.5307451875575,2823.020162469674,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,57,58.57421284137709,2798.0278922683915,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,58,64.48750052898865,3491.0364260170136,"61.438365787939695, 65.53498478486807",2.0,"2058.2809021900325, 4116.561804380065",1.0
0,3,59,57.42881971450414,3212.6400124415172,"57.34174679101132, 61.438365787939695",1.0,"2058.2809021900325, 4116.561804380065",1.0
0,4,0,300.58691864561445,4214.070999365231,"297.2127604334853, 307.6011541502297",2.0,"3096.503662890541, 6193.007325781082",0.0
0,4,1,308.9476393838247,5197.370003463335,"307.6011541502297, 319.9895478669742",3.0,"3096.503662890541, 6193.007325781082",0.0
0,4,2,295.35917163647065,4333.684128521383,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
